orderIndex | solutionRoute | solutionPackage | solutionMoneyCost | solutionTimeCost
O40 | {705=[19], 577=[4], 514=[20], 964=[15], 4=[1], 452=[13], 776=[2], 328=[6], 456=[19], 969=[8], 394=[3], 523=[17], 12=[13], 396=[3], 912=[14], 337=[3], 273=[7], 662=[9], 153=[18], 91=[13], 286=[4], 481=[10], 33=[4], 165=[1], 933=[16], 743=[12], 167=[7], 296=[7], 1000=[3], 746=[13], 618=[6], 108=[8], 236=[11], 44=[13], 690=[6], 498=[2], 819=[5], 691=[10], 564=[10], 887=[16], 55=[20], 760=[8], 59=[11], 828=[18], 893=[12], 957=[4], 446=[13], 639=[12]} | {1=[[4, 165]], 2=[[776, 498]], 3=[[394, 396, 337, 1000]], 4=[[577, 286, 33, 957]], 5=[[819]], 6=[[328, 618, 690]], 7=[[273, 167, 296]], 8=[[969, 108, 760]], 9=[[662]], 10=[[481, 691, 564]], 11=[[236, 59]], 12=[[743, 893, 639]], 13=[[452, 12, 91, 746, 44, 446]], 14=[[912]], 15=[[964]], 16=[[933, 887]], 17=[[523]], 18=[[153, 828]], 19=[[705, 456]], 20=[[514, 55]]} | 218.17000000000004 | 129.3
O42 | {388=[17], 901=[4], 136=[7], 138=[17], 523=[17], 18=[14], 665=[17], 537=[18], 283=[8], 929=[18], 418=[14], 165=[1], 805=[15], 37=[12], 38=[11], 432=[5], 48=[5], 435=[15], 948=[9], 825=[20], 190=[4], 447=[13], 831=[9], 960=[19], 195=[19], 451=[2], 325=[13], 326=[6], 73=[16], 331=[3], 332=[3], 977=[16], 723=[14], 852=[7], 598=[2], 344=[12], 346=[9], 993=[8], 99=[6], 483=[5], 615=[9], 363=[10], 625=[11], 498=[2], 627=[11], 243=[6], 629=[18], 247=[20], 124=[4]} | {1=[[165]], 2=[[451, 598, 498]], 3=[[331, 332]], 4=[[901, 190, 124]], 5=[[432, 48, 483]], 6=[[326, 99, 243]], 7=[[136, 852]], 8=[[283, 993]], 9=[[948, 831, 346, 615]], 10=[[363]], 11=[[38, 625, 627]], 12=[[37, 344]], 13=[[447, 325]], 14=[[18, 418, 723]], 15=[[805, 435]], 16=[[73, 977]], 17=[[388, 138, 523, 665]], 18=[[537, 929, 629]], 19=[[960, 195]], 20=[[825, 247]]} | 218.89999999999998 | 129.3
O41 | {64=[16], 641=[3], 515=[5], 6=[6], 202=[9], 842=[10], 331=[3], 653=[7], 525=[6], 782=[18], 783=[15], 975=[8], 784=[11], 787=[20], 597=[12], 406=[20], 150=[7], 536=[13], 984=[10], 218=[16], 730=[4], 283=[8], 347=[10], 925=[7], 414=[8], 738=[7], 292=[6], 741=[14], 550=[15], 743=[12], 551=[13], 232=[2], 682=[10], 301=[16], 558=[2], 302=[16], 817=[1], 561=[20], 883=[18], 180=[17], 756=[19], 310=[3], 375=[8], 377=[17], 571=[9], 380=[13], 701=[8], 703=[1]} | {1=[[817, 703]], 2=[[232, 558]], 3=[[641, 331, 310]], 4=[[730]], 5=[[515]], 6=[[6, 525, 292]], 7=[[653, 150, 925, 738]], 8=[[975, 283, 414, 375, 701]], 9=[[202, 571]], 10=[[842, 984, 347, 682]], 11=[[784]], 12=[[597, 743]], 13=[[536, 551, 380]], 14=[[741]], 15=[[783, 550]], 16=[[64, 218, 301, 302]], 17=[[180, 377]], 18=[[782, 883]], 19=[[756]], 20=[[787, 406, 561]]} | 216.58999999999997 | 129.3
O44 | {384=[12], 900=[14], 133=[8], 5=[7], 262=[11], 7=[8], 652=[8], 400=[13], 402=[11], 664=[7], 665=[17], 670=[1], 926=[5], 32=[3], 800=[12], 548=[15], 549=[15], 678=[20], 934=[7], 551=[13], 679=[20], 689=[15], 307=[16], 180=[17], 951=[7], 702=[10], 831=[9], 321=[15], 578=[14], 838=[4], 333=[16], 594=[6], 210=[7], 853=[17], 602=[13], 92=[10], 605=[2], 477=[14], 991=[7], 995=[16], 872=[16], 106=[13], 747=[13], 885=[19], 506=[2], 122=[18], 251=[10], 125=[18], 126=[18]} | {1=[[670]], 2=[[605, 506]], 3=[[32]], 4=[[838]], 5=[[926]], 6=[[594]], 7=[[5, 664, 934, 951, 210, 991]], 8=[[133, 7, 652]], 9=[[831]], 10=[[702, 92, 251]], 11=[[262, 402]], 12=[[384, 800]], 13=[[400, 551, 602, 106, 747]], 14=[[900, 578, 477]], 15=[[548, 549, 689, 321]], 16=[[307, 333, 995, 872]], 17=[[665, 180, 853]], 18=[[122, 125, 126]], 19=[[885]], 20=[[678, 679]]} | 216.09000000000003 | 129.3
O43 | {642=[16], 900=[14], 773=[1], 645=[12], 517=[3], 8=[1], 11=[13], 270=[2], 660=[2], 281=[19], 793=[14], 537=[18], 538=[18], 287=[1], 161=[16], 673=[20], 932=[3], 420=[5], 549=[15], 808=[13], 425=[10], 944=[16], 177=[6], 178=[12], 306=[4], 562=[20], 951=[7], 824=[2], 57=[9], 192=[4], 707=[17], 323=[3], 976=[11], 81=[7], 212=[5], 597=[12], 343=[10], 856=[9], 987=[12], 350=[16], 353=[20], 483=[5], 870=[7], 615=[9], 616=[9], 109=[8], 879=[11], 624=[11], 892=[9], 381=[5]} | {1=[[773, 8, 287]], 2=[[270, 660, 824]], 3=[[517, 932, 323]], 4=[[306, 192]], 5=[[420, 212, 483, 381]], 6=[[177]], 7=[[951, 81, 870]], 8=[[109]], 9=[[57, 856, 615, 616, 892]], 10=[[425, 343]], 11=[[976, 879, 624]], 12=[[645, 178, 597, 987]], 13=[[11, 808]], 14=[[900, 793]], 15=[[549]], 16=[[642, 161, 944, 350]], 17=[[707]], 18=[[537, 538]], 19=[[281]], 20=[[673, 562, 353]]} | 219.88000000000002 | 129.3
O46 | {520=[13], 136=[7], 649=[6], 655=[20], 913=[11], 152=[18], 797=[6], 287=[1], 928=[9], 419=[5], 37=[12], 293=[16], 422=[7], 168=[7], 936=[16], 43=[1], 684=[10], 302=[16], 815=[20], 313=[19], 955=[2], 957=[4], 447=[13], 320=[15], 961=[6], 323=[3], 964=[15], 69=[5], 70=[3], 969=[8], 716=[7], 973=[17], 596=[12], 85=[2], 469=[7], 982=[14], 984=[10], 90=[7], 351=[11], 352=[15], 867=[12], 365=[12], 621=[4], 878=[20], 623=[14], 116=[7], 761=[9], 635=[10], 252=[10]} | {1=[[287, 43]], 2=[[955, 85]], 3=[[323, 70]], 4=[[957, 621]], 5=[[419, 69]], 6=[[649, 797, 961]], 7=[[136, 422, 168, 716, 469, 90, 116]], 8=[[969]], 9=[[928, 761]], 10=[[684, 984, 635, 252]], 11=[[913, 351]], 12=[[37, 596, 867, 365]], 13=[[520, 447]], 14=[[982, 623]], 15=[[320, 964, 352]], 16=[[293, 936, 302]], 17=[[973]], 18=[[152]], 19=[[313]], 20=[[655, 815, 878]]} | 219.79000000000005 | 129.3
O45 | {897=[20], 898=[3], 774=[1], 139=[10], 651=[15], 143=[11], 911=[4], 273=[7], 786=[20], 19=[13], 405=[8], 157=[9], 928=[9], 802=[1], 549=[15], 806=[15], 681=[19], 426=[10], 687=[19], 431=[5], 175=[6], 689=[15], 564=[10], 437=[15], 181=[17], 827=[18], 446=[13], 833=[9], 322=[1], 328=[6], 200=[10], 973=[17], 461=[8], 470=[14], 215=[20], 343=[10], 217=[16], 346=[9], 475=[10], 92=[10], 221=[4], 734=[2], 480=[12], 352=[15], 226=[18], 742=[12], 745=[3], 620=[4], 751=[16], 632=[4]} | {1=[[774, 802, 322]], 2=[[734]], 3=[[898, 745]], 4=[[911, 221, 620, 632]], 5=[[431]], 6=[[175, 328]], 7=[[273]], 8=[[405, 461]], 9=[[157, 928, 833, 346]], 10=[[139, 426, 564, 200, 343, 475, 92]], 11=[[143]], 12=[[480, 742]], 13=[[19, 446]], 14=[[470]], 15=[[651, 549, 806, 689, 437, 352]], 16=[[217, 751]], 17=[[181, 973]], 18=[[827, 226]], 19=[[681, 687]], 20=[[897, 786, 215]]} | 219.54 | 129.3
O48 | {129=[19], 2=[15], 516=[3], 132=[19], 134=[8], 775=[10], 523=[17], 781=[12], 526=[6], 22=[10], 24=[2], 26=[12], 924=[3], 926=[5], 33=[4], 417=[14], 929=[18], 420=[5], 166=[7], 551=[13], 810=[11], 812=[14], 47=[3], 435=[15], 186=[8], 572=[7], 60=[11], 62=[6], 192=[4], 322=[1], 196=[2], 324=[13], 461=[8], 719=[11], 976=[11], 214=[16], 601=[9], 985=[2], 857=[9], 475=[10], 734=[2], 225=[18], 99=[6], 229=[20], 619=[6], 367=[16], 882=[19], 503=[8], 122=[18], 123=[18]} | {1=[[322]], 2=[[24, 196, 985, 734]], 3=[[516, 924, 47]], 4=[[33, 192]], 5=[[926, 420]], 6=[[526, 62, 99, 619]], 7=[[166, 572]], 8=[[134, 186, 461, 503]], 9=[[601, 857]], 10=[[775, 22, 475]], 11=[[810, 60, 719, 976]], 12=[[781, 26]], 13=[[551, 324]], 14=[[417, 812]], 15=[[2, 435]], 16=[[214, 367]], 17=[[523]], 18=[[929, 225, 122, 123]], 19=[[129, 132, 882]], 20=[[229]]} | 220.86 | 129.3
O47 | {388=[17], 516=[3], 139=[10], 269=[8], 527=[6], 912=[14], 785=[1], 273=[7], 402=[11], 531=[16], 920=[17], 664=[7], 793=[14], 410=[6], 798=[6], 158=[13], 926=[5], 800=[12], 805=[15], 550=[15], 810=[11], 430=[5], 687=[19], 306=[4], 51=[2], 947=[16], 53=[12], 438=[20], 188=[11], 706=[19], 323=[3], 707=[17], 208=[10], 853=[17], 471=[19], 601=[9], 988=[18], 222=[4], 867=[12], 746=[13], 874=[2], 362=[17], 109=[8], 625=[11], 114=[11], 633=[12], 763=[19], 123=[18], 125=[18]} | {1=[[785]], 2=[[51, 874]], 3=[[516, 323]], 4=[[306, 222]], 5=[[926, 430]], 6=[[527, 410, 798]], 7=[[273, 664]], 8=[[269, 109]], 9=[[601]], 10=[[139, 208]], 11=[[402, 810, 188, 625, 114]], 12=[[800, 53, 867, 633]], 13=[[158, 746]], 14=[[912, 793]], 15=[[805, 550]], 16=[[531, 947]], 17=[[388, 920, 707, 853, 362]], 18=[[988, 123, 125]], 19=[[687, 706, 471, 763]], 20=[[438]]} | 218.22 | 129.3
O49 | {322=[1], 709=[12], 197=[20], 903=[10], 521=[17], 394=[3], 779=[2], 907=[17], 588=[5], 977=[16], 82=[16], 19=[13], 851=[7], 661=[10], 472=[4], 728=[9], 664=[7], 409=[6], 281=[19], 794=[11], 218=[16], 988=[18], 670=[1], 608=[5], 160=[13], 161=[16], 994=[14], 99=[6], 355=[3], 869=[11], 871=[19], 423=[6], 810=[11], 43=[1], 747=[13], 942=[5], 622=[14], 881=[19], 754=[12], 307=[16], 436=[15], 182=[17], 183=[20], 378=[17], 186=[8], 379=[19], 766=[17]} | {1=[[322, 670, 43]], 2=[[779]], 3=[[394, 355]], 4=[[472]], 5=[[588, 608, 942]], 6=[[409, 99, 423]], 7=[[851, 664]], 8=[[186]], 9=[[728]], 10=[[903, 661]], 11=[[794, 869, 810]], 12=[[709, 754]], 13=[[19, 160, 747]], 14=[[994, 622]], 15=[[436]], 16=[[977, 82, 218, 161, 307]], 17=[[521, 907, 182, 378, 766]], 18=[[988]], 19=[[281, 871, 881, 379]], 20=[[197, 183]]} | 213.21000000000004 | 129.3
