orderIndex | solutionRoute | solutionPackage | solutionMoneyCost | solutionTimeCost
O40 | {769=[1], 386=[18], 644=[2], 516=[19], 261=[1], 262=[1], 774=[16], 390=[2], 393=[1], 394=[19], 138=[2], 11=[16], 140=[19], 525=[9], 397=[12], 654=[19], 144=[9], 403=[12], 20=[17], 279=[17], 535=[18], 919=[12], 664=[2], 920=[18], 281=[17], 158=[19], 542=[17], 928=[14], 929=[14], 161=[14], 290=[16], 803=[18], 547=[5], 806=[14], 550=[14], 807=[14], 683=[17], 431=[19], 306=[14], 947=[2], 821=[5], 438=[2], 54=[9], 695=[1], 442=[2], 315=[9], 700=[16], 573=[18], 830=[14], 318=[19], 577=[5], 449=[5], 578=[16], 451=[12], 707=[19], 709=[9], 325=[17], 326=[14], 70=[14], 588=[17], 591=[19], 978=[17], 339=[16], 340=[16], 600=[12], 856=[1], 218=[17], 603=[19], 348=[19], 860=[12], 350=[16], 613=[5], 614=[17], 488=[18], 490=[14], 235=[16], 877=[1], 239=[17], 880=[17], 242=[16], 499=[16], 629=[14], 248=[1], 505=[9], 506=[9], 891=[5], 508=[19], 253=[12], 766=[17]} | {16=[[774, 11, 290, 700, 578, 339, 340, 350, 235, 242, 499]], 1=[[769, 261, 262, 393, 695, 877, 248], [856]], 17=[[20, 279, 281, 542, 683, 325, 588, 978, 218, 614, 239, 880, 766]], 18=[[386, 535, 920, 803, 573, 488]], 2=[[644, 390, 138, 664, 947, 438, 442]], 19=[[516, 394, 140, 654, 158, 431, 318, 707, 591, 603, 348, 508]], 5=[[547, 821, 577, 449, 613, 891]], 9=[[525, 144, 54, 315, 709, 505, 506]], 12=[[397, 403, 919, 451, 600, 860, 253]], 14=[[928, 929, 161, 806, 550, 807, 306, 830, 326, 70, 490, 629]]} | 220.39999999999998 | 129.87
O42 | {515=[6], 517=[3], 6=[20], 135=[7], 136=[4], 9=[4], 777=[14], 137=[2], 907=[3], 267=[6], 655=[3], 15=[3], 16=[14], 273=[19], 275=[4], 791=[2], 151=[3], 410=[2], 923=[7], 671=[19], 672=[6], 32=[2], 417=[3], 162=[20], 164=[6], 165=[6], 297=[7], 810=[3], 938=[14], 298=[7], 299=[20], 43=[20], 811=[3], 172=[19], 563=[4], 307=[19], 947=[2], 820=[7], 692=[3], 436=[6], 821=[5], 438=[2], 185=[7], 956=[16], 702=[4], 961=[3], 578=[16], 963=[6], 582=[20], 70=[14], 711=[7], 583=[20], 201=[16], 74=[4], 332=[2], 76=[20], 972=[14], 461=[7], 846=[7], 208=[7], 338=[16], 852=[2], 212=[14], 469=[2], 86=[14], 731=[20], 348=[19], 864=[6], 225=[4], 98=[3], 483=[4], 228=[4], 996=[16], 869=[4], 741=[7], 872=[4], 744=[5], 233=[5], 362=[3], 236=[16], 749=[20], 624=[6], 625=[4], 883=[6], 244=[4], 888=[20], 250=[7], 891=[5]} | {16=[[956, 578, 201, 338, 996, 236]], 2=[[137, 791, 410, 32, 947, 438, 332, 852, 469]], 3=[[517, 907, 655, 15, 151, 417, 810, 811, 692, 961, 98, 362]], 19=[[273, 671, 172, 307, 348]], 20=[[6, 162, 299, 43, 582, 583, 76, 731, 749, 888]], 4=[[136, 9, 275, 563, 702, 74, 483, 228, 869, 872, 625, 244], [225]], 5=[[821, 744, 233, 891]], 6=[[515, 267, 672, 164, 165, 436, 963, 864, 624, 883]], 7=[[135, 923, 297, 298, 820, 185, 711, 461, 846, 208, 741, 250]], 14=[[777, 16, 938, 70, 972, 212, 86]]} | 196.29999999999998 | 127.9
O41 | {898=[8], 262=[1], 518=[15], 646=[8], 903=[13], 776=[14], 9=[4], 905=[11], 138=[2], 14=[13], 911=[8], 528=[15], 20=[17], 408=[15], 281=[17], 410=[2], 27=[15], 539=[2], 542=[17], 670=[2], 414=[8], 927=[3], 543=[13], 928=[14], 676=[14], 292=[15], 805=[4], 168=[3], 812=[15], 429=[17], 943=[8], 688=[8], 945=[13], 51=[13], 948=[15], 693=[1], 952=[11], 828=[13], 190=[13], 959=[17], 831=[14], 319=[2], 320=[11], 65=[13], 705=[2], 322=[14], 195=[2], 837=[11], 199=[3], 200=[3], 842=[8], 588=[17], 205=[3], 845=[11], 718=[17], 79=[11], 592=[3], 80=[11], 464=[8], 209=[17], 850=[11], 83=[8], 851=[11], 852=[2], 342=[13], 727=[13], 471=[15], 220=[11], 476=[8], 736=[4], 225=[4], 867=[1], 999=[8], 871=[14], 746=[17], 494=[15], 239=[17], 879=[11], 240=[17], 627=[11], 372=[2], 117=[13], 501=[13], 885=[4], 122=[8], 123=[8], 379=[15], 767=[17]} | {1=[[262, 693, 867]], 17=[[20, 281, 542, 429, 959, 588, 718, 209, 746, 239, 240, 767]], 2=[[138, 410, 539, 670, 319, 705, 195, 852, 372]], 3=[[927, 168, 199, 200, 205, 592]], 4=[[9, 805, 736, 885], [225]], 8=[[898, 646, 911, 414, 943, 688, 842, 464, 83, 476, 999, 122, 123]], 11=[[905, 952, 320, 837, 845, 79, 80, 850, 851, 220, 879, 627]], 13=[[903, 14, 543, 945, 51, 828, 190, 65, 342, 727, 117, 501]], 14=[[776, 928, 676, 831, 322, 871]], 15=[[518, 528, 408, 27, 292, 812, 948, 471, 494, 379]]} | 216.08999999999997 | 129.87
O44 | {640=[18], 257=[13], 131=[19], 644=[2], 773=[5], 645=[8], 390=[2], 134=[9], 774=[16], 650=[9], 10=[16], 651=[9], 780=[20], 269=[2], 653=[19], 14=[13], 654=[19], 270=[13], 271=[13], 914=[16], 659=[18], 915=[16], 147=[13], 405=[8], 662=[20], 407=[19], 154=[20], 666=[8], 668=[3], 541=[5], 30=[2], 926=[3], 671=[19], 802=[18], 37=[20], 423=[13], 682=[8], 811=[3], 172=[19], 941=[8], 431=[19], 47=[20], 560=[3], 817=[13], 178=[2], 818=[3], 181=[3], 565=[9], 951=[18], 696=[19], 569=[5], 827=[13], 956=[16], 700=[16], 957=[20], 701=[16], 191=[13], 319=[2], 576=[5], 450=[3], 195=[2], 583=[20], 840=[16], 713=[2], 201=[16], 715=[20], 206=[9], 720=[18], 466=[19], 724=[18], 342=[13], 90=[3], 224=[5], 993=[9], 613=[5], 229=[9], 999=[8], 362=[3], 749=[20], 626=[13], 114=[3], 115=[13], 371=[8], 372=[2], 500=[9], 631=[20], 889=[20], 764=[8], 382=[18], 510=[19], 255=[20], 895=[9]} | {16=[[774, 10, 914, 915, 956, 700, 701, 840, 201]], 18=[[640, 659, 802, 951, 720, 724, 382]], 2=[[644, 390, 269, 30, 178, 319, 195, 713, 372]], 19=[[131, 653, 654, 407, 671, 172, 431, 696, 466, 510]], 3=[[668, 926, 811, 560, 818, 181, 450, 90, 362, 114]], 20=[[780, 662, 154, 37, 47, 957, 583, 715, 749, 631, 889, 255]], 5=[[773, 541, 569, 576, 224, 613]], 8=[[645, 405, 666, 682, 941, 999, 371, 764]], 9=[[134, 650, 651, 565, 206, 993, 229, 500, 895]], 13=[[257, 14, 270, 271, 147, 423, 817, 827, 191, 342, 626, 115]]} | 203.29 | 127.9
O43 | {385=[20], 257=[13], 643=[2], 132=[19], 644=[2], 6=[20], 7=[20], 391=[12], 394=[19], 397=[12], 270=[13], 914=[16], 277=[19], 535=[18], 412=[19], 157=[16], 670=[2], 31=[2], 288=[20], 32=[2], 289=[16], 673=[13], 418=[16], 803=[18], 676=[14], 677=[1], 551=[14], 680=[12], 170=[19], 427=[12], 51=[13], 438=[2], 951=[18], 312=[12], 568=[20], 697=[19], 569=[5], 59=[18], 62=[20], 190=[13], 576=[5], 577=[5], 65=[13], 708=[19], 68=[19], 456=[20], 843=[5], 204=[20], 76=[20], 972=[14], 332=[2], 333=[2], 334=[12], 339=[16], 981=[2], 469=[2], 725=[18], 853=[2], 598=[18], 86=[14], 982=[14], 603=[19], 731=[20], 475=[2], 348=[19], 860=[12], 350=[16], 95=[2], 224=[5], 737=[13], 995=[1], 355=[12], 868=[19], 486=[1], 617=[19], 234=[18], 490=[14], 748=[20], 110=[20], 368=[1], 497=[12], 242=[16], 756=[5], 501=[13], 887=[20], 888=[20], 380=[20], 252=[12], 381=[18], 254=[12], 638=[19], 255=[20]} | {16=[[914, 157, 289, 418, 339, 350, 242]], 1=[[677, 995, 486, 368]], 2=[[643, 644, 670, 31, 32, 438, 332, 333, 981, 469, 853, 475, 95]], 18=[[535, 803, 951, 59, 725, 598, 234, 381]], 19=[[132, 394, 277, 412, 170, 697, 708, 68, 603, 348, 868, 617, 638]], 20=[[385, 6, 7, 288, 568, 62, 204, 76, 731, 748, 110, 887, 888, 380, 255], [456]], 5=[[569, 576, 577, 843, 224, 756]], 12=[[391, 397, 680, 427, 312, 334, 860, 355, 497, 252, 254]], 13=[[257, 270, 673, 51, 190, 65, 737, 501]], 14=[[676, 551, 972, 86, 982, 490]]} | 210.05 | 129.87
O46 | {1=[10], 257=[13], 770=[1], 644=[2], 261=[1], 901=[15], 519=[13], 520=[10], 264=[10], 521=[10], 393=[1], 268=[18], 653=[19], 141=[19], 145=[13], 274=[15], 658=[18], 20=[17], 661=[1], 278=[19], 281=[17], 922=[18], 26=[15], 284=[10], 287=[20], 31=[2], 673=[13], 163=[20], 804=[18], 423=[13], 812=[15], 558=[17], 686=[1], 945=[13], 58=[18], 827=[13], 60=[10], 829=[10], 189=[15], 574=[11], 63=[13], 191=[13], 192=[10], 960=[15], 193=[10], 65=[13], 196=[2], 837=[11], 71=[20], 839=[20], 712=[18], 714=[20], 715=[20], 203=[2], 973=[20], 77=[13], 845=[11], 718=[17], 974=[20], 79=[11], 721=[2], 209=[17], 593=[13], 594=[17], 727=[13], 344=[13], 729=[1], 603=[19], 220=[11], 989=[17], 607=[15], 96=[2], 865=[17], 101=[19], 102=[19], 616=[1], 104=[17], 747=[17], 876=[1], 749=[20], 750=[11], 879=[11], 111=[20], 240=[17], 627=[11], 373=[2], 119=[10], 634=[13], 637=[15], 766=[17], 382=[18], 255=[20]} | {1=[[770, 261, 393, 661, 686, 729, 616, 876]], 17=[[20, 281, 558, 718, 209, 989, 865, 104, 747, 240, 766], [594]], 2=[[644, 31, 196, 203, 721, 96, 373]], 18=[[268, 658, 922, 804, 58, 712, 382]], 19=[[653, 141, 278, 603, 101, 102]], 20=[[287, 163, 71, 839, 714, 715, 973, 974, 749, 111, 255]], 10=[[1, 520, 264, 521, 284, 60, 829, 192, 193, 119]], 11=[[574, 837, 845, 79, 220, 750, 879, 627]], 13=[[257, 519, 145, 673, 423, 945, 827, 63, 191, 65, 77, 593, 727, 344, 634]], 15=[[901, 274, 26, 812, 189, 960, 607, 637]]} | 224.95000000000002 | 129.87
O45 | {256=[13], 385=[20], 261=[1], 646=[8], 262=[1], 265=[8], 907=[3], 779=[20], 268=[18], 396=[8], 653=[19], 783=[1], 272=[19], 273=[19], 786=[13], 146=[13], 787=[13], 662=[20], 663=[3], 412=[19], 157=[16], 286=[6], 672=[6], 673=[13], 930=[19], 546=[6], 162=[20], 675=[1], 803=[18], 419=[6], 293=[13], 678=[1], 808=[20], 168=[3], 553=[3], 683=[17], 428=[18], 173=[17], 301=[3], 941=[8], 690=[6], 819=[16], 308=[16], 568=[20], 697=[19], 59=[18], 956=[16], 317=[18], 190=[13], 64=[6], 66=[19], 578=[16], 580=[6], 583=[20], 712=[18], 72=[13], 715=[20], 588=[17], 76=[20], 204=[20], 591=[19], 592=[3], 337=[18], 338=[16], 595=[17], 83=[8], 726=[13], 729=[1], 863=[6], 735=[6], 97=[8], 610=[8], 101=[19], 616=[1], 617=[19], 234=[18], 620=[20], 236=[16], 876=[1], 621=[20], 240=[17], 624=[6], 498=[18], 242=[16], 115=[13], 760=[1], 761=[1], 123=[8], 508=[19], 125=[8], 382=[18]} | {16=[[157, 819, 308, 956, 578, 338, 236, 242]], 1=[[261, 262, 783, 675, 678, 729, 616, 876, 760, 761]], 17=[[683, 173, 588, 595, 240]], 18=[[268, 803, 428, 59, 317, 712, 337, 234, 498, 382]], 3=[[907, 663, 168, 553, 301, 592]], 19=[[653, 272, 273, 412, 930, 697, 66, 591, 101, 617, 508]], 20=[[385, 779, 662, 162, 808, 568, 583, 715, 76, 204, 620, 621]], 6=[[286, 672, 546, 419, 690, 64, 580, 863, 735, 624]], 8=[[646, 265, 396, 941, 83, 97, 610, 123, 125]], 13=[[256, 786, 146, 787, 673, 293, 190, 72, 726, 115]]} | 211.5 | 129.87
O48 | {1=[10], 260=[15], 132=[19], 519=[13], 906=[3], 523=[5], 139=[19], 140=[19], 14=[13], 527=[6], 273=[19], 145=[13], 529=[13], 277=[19], 405=[8], 150=[3], 919=[12], 407=[19], 536=[3], 794=[20], 411=[6], 540=[19], 672=[6], 546=[6], 35=[12], 292=[15], 294=[13], 167=[5], 427=[12], 171=[19], 687=[10], 432=[5], 689=[6], 818=[3], 179=[20], 436=[6], 821=[5], 950=[13], 311=[6], 57=[12], 569=[5], 444=[12], 316=[13], 189=[15], 318=[19], 191=[13], 450=[3], 583=[20], 841=[8], 970=[10], 204=[20], 462=[15], 463=[8], 597=[10], 342=[13], 727=[13], 472=[5], 728=[13], 601=[10], 857=[19], 986=[12], 90=[3], 476=[8], 223=[5], 735=[6], 863=[6], 864=[6], 356=[12], 231=[15], 233=[5], 745=[5], 106=[15], 492=[6], 370=[8], 116=[13], 117=[13], 374=[13], 121=[8], 634=[13], 122=[8], 379=[15], 380=[20], 508=[19], 252=[12], 637=[15], 509=[10], 254=[12], 510=[19], 639=[19]} | {19=[[132, 139, 140, 273, 277, 407, 540, 171, 318, 857, 508, 510, 639]], 3=[[906, 150, 536, 818, 450, 90]], 20=[[794, 179, 583, 204, 380]], 5=[[523, 167, 432, 821, 569, 472, 223, 233, 745]], 6=[[527, 411, 672, 546, 689, 436, 311, 735, 863, 864, 492]], 8=[[405, 841, 463, 476, 370, 121, 122]], 10=[[1, 687, 970, 597, 601, 509]], 12=[[919, 35, 427, 57, 444, 986, 356, 252, 254]], 13=[[519, 14, 145, 529, 294, 950, 316, 191, 342, 727, 728, 116, 117, 374, 634]], 15=[[260, 292, 189, 462, 231, 106, 379, 637]]} | 205.54999999999998 | 129.53
O47 | {640=[18], 385=[20], 386=[18], 514=[17], 899=[18], 772=[5], 775=[16], 7=[20], 137=[2], 522=[5], 779=[20], 913=[17], 658=[18], 659=[18], 789=[12], 279=[17], 152=[20], 280=[17], 665=[7], 538=[20], 283=[12], 413=[5], 30=[2], 670=[2], 542=[17], 287=[20], 929=[14], 548=[5], 806=[14], 166=[5], 807=[14], 167=[5], 808=[20], 936=[17], 40=[5], 42=[7], 683=[17], 43=[20], 429=[17], 47=[20], 816=[16], 438=[2], 951=[18], 568=[20], 184=[7], 698=[17], 699=[17], 59=[18], 444=[12], 958=[18], 191=[13], 832=[14], 706=[2], 69=[2], 70=[14], 838=[20], 968=[14], 456=[20], 201=[16], 202=[2], 587=[17], 973=[20], 974=[20], 846=[7], 720=[18], 469=[2], 598=[18], 728=[13], 344=[13], 986=[12], 346=[7], 731=[20], 223=[5], 95=[2], 737=[13], 612=[5], 997=[16], 741=[7], 361=[17], 490=[14], 622=[20], 239=[17], 497=[12], 501=[13], 757=[5], 630=[14], 503=[18], 890=[20], 255=[20]} | {16=[[775, 816, 201, 997]], 17=[[514, 913, 279, 280, 542, 936, 683, 429, 698, 699, 587, 361, 239]], 18=[[640, 386, 899, 658, 659, 951, 59, 958, 720, 598, 503]], 2=[[137, 30, 670, 438, 706, 69, 202, 469, 95]], 20=[[385, 7, 779, 152, 287, 808, 43, 47, 568, 838, 973, 974, 731, 622, 890, 255], [538, 456], []], 5=[[772, 522, 413, 548, 166, 167, 40, 223, 612, 757]], 7=[[665, 42, 184, 846, 346, 741]], 12=[[789, 283, 444, 986, 497]], 13=[[191, 728, 344, 737, 501]], 14=[[929, 806, 807, 832, 70, 968, 490, 630]]} | 205.41 | 128.34
O49 | {514=[17], 259=[17], 388=[16], 392=[10], 137=[2], 138=[2], 10=[16], 524=[9], 397=[12], 269=[2], 782=[10], 143=[9], 912=[12], 786=[13], 917=[6], 23=[9], 280=[17], 285=[10], 159=[11], 31=[2], 160=[11], 546=[6], 419=[6], 293=[13], 934=[9], 422=[10], 423=[13], 296=[11], 424=[6], 936=[17], 937=[10], 297=[7], 558=[17], 816=[16], 822=[6], 311=[6], 954=[10], 698=[17], 444=[12], 828=[13], 61=[7], 829=[10], 323=[6], 963=[6], 579=[16], 580=[6], 327=[11], 73=[17], 331=[11], 844=[11], 718=[17], 846=[7], 207=[9], 719=[13], 335=[12], 849=[11], 977=[17], 338=[16], 851=[11], 597=[10], 470=[11], 854=[12], 344=[13], 218=[17], 859=[6], 988=[6], 989=[17], 862=[2], 734=[6], 94=[12], 737=[13], 739=[9], 99=[2], 741=[7], 489=[10], 361=[17], 875=[10], 107=[10], 619=[10], 879=[11], 627=[11], 117=[13], 374=[13], 758=[11], 506=[9], 894=[9], 767=[17]} | {16=[[388, 10, 816, 579, 338]], 17=[[514, 259, 280, 936, 558, 698, 73, 718, 977, 218, 989, 361], [767]], 2=[[137, 138, 269, 31, 862, 99]], 6=[[917, 546, 419, 424, 822, 311, 323, 963, 580, 859, 988, 734]], 7=[[297, 61, 846, 741]], 9=[[524, 143, 23, 934, 207, 739, 506, 894]], 10=[[392, 782, 285, 422, 937, 954, 829, 597, 489, 875, 107, 619]], 11=[[159, 160, 296, 327, 331, 844, 849, 851, 470, 879, 627, 758]], 12=[[397, 912, 444, 335, 854, 94]], 13=[[786, 293, 423, 828, 719, 344, 737, 117, 374]]} | 220.15 | 128.34
