orderIndex | solutionRoute | solutionPackage | solutionMoneyCost | solutionTimeCost
O40 | {513=[13], 387=[10], 5=[14], 519=[3], 520=[6], 143=[3], 15=[4], 16=[19], 534=[17], 24=[7], 291=[1], 174=[5], 561=[20], 817=[2], 180=[10], 315=[5], 448=[17], 578=[6], 451=[8], 323=[2], 710=[17], 198=[11], 73=[12], 716=[16], 204=[7], 460=[16], 461=[5], 207=[9], 975=[1], 80=[12], 465=[6], 341=[14], 859=[2], 476=[15], 348=[1], 861=[17], 222=[5], 735=[2], 618=[11], 875=[4], 491=[17], 236=[14], 624=[18], 114=[7], 244=[9], 375=[1], 760=[7], 377=[9], 127=[12]} | {1=[[291, 975, 348, 375]], 2=[[817, 323, 859, 735]], 3=[[519, 143]], 4=[[15, 875]], 5=[[174, 315, 461, 222]], 6=[[520, 578, 465]], 7=[[24, 204, 114, 760]], 8=[[451]], 9=[[207, 244, 377]], 10=[[387, 180]], 11=[[198, 618]], 12=[[73, 80, 127]], 13=[[513]], 14=[[5, 341, 236]], 15=[[476]], 16=[[716, 460]], 17=[[534, 448, 710, 861, 491]], 18=[[624]], 19=[[16]], 20=[[561]]} | 219.21999999999997 | 129.73
O42 | {256=[13], 899=[19], 520=[6], 265=[14], 780=[7], 143=[3], 400=[7], 788=[18], 278=[5], 157=[12], 671=[2], 160=[8], 544=[19], 34=[14], 806=[7], 550=[16], 935=[18], 811=[9], 310=[2], 54=[17], 697=[15], 956=[15], 61=[5], 959=[18], 192=[19], 837=[17], 584=[20], 202=[16], 75=[15], 80=[12], 849=[12], 852=[3], 469=[10], 854=[19], 987=[16], 478=[15], 98=[8], 229=[10], 741=[17], 742=[17], 875=[4], 877=[6], 366=[8], 114=[7], 499=[17], 887=[2], 504=[11], 894=[1], 638=[19]} | {1=[[894]], 2=[[671, 310, 887]], 3=[[143, 852]], 4=[[875]], 5=[[278, 61]], 6=[[520, 877]], 7=[[780, 400, 806, 114]], 8=[[160, 98, 366]], 9=[[811]], 10=[[469, 229]], 11=[[504]], 12=[[157, 80, 849]], 13=[[256]], 14=[[265, 34]], 15=[[697, 956, 75, 478]], 16=[[550, 202, 987]], 17=[[54, 837, 741, 742, 499]], 18=[[788, 935, 959]], 19=[[899, 544, 192, 854, 638]], 20=[[584]]} | 221.81999999999994 | 129.73
O41 | {131=[4], 260=[18], 135=[1], 264=[14], 137=[19], 653=[10], 526=[13], 656=[2], 659=[7], 275=[11], 537=[1], 668=[16], 35=[10], 804=[7], 420=[20], 293=[18], 38=[3], 167=[6], 683=[8], 684=[2], 942=[11], 686=[9], 691=[3], 55=[5], 698=[15], 186=[12], 960=[18], 71=[5], 970=[6], 208=[9], 720=[1], 337=[3], 88=[20], 728=[14], 474=[14], 863=[1], 481=[7], 620=[14], 749=[2], 239=[5], 753=[14], 499=[17], 245=[17], 631=[20], 503=[3], 888=[17], 763=[13], 509=[11], 637=[10]} | {1=[[135, 537, 720, 863]], 2=[[656, 684, 749]], 3=[[38, 691, 337, 503]], 4=[[131]], 5=[[55, 71, 239]], 6=[[167, 970]], 7=[[659, 804, 481]], 8=[[683]], 9=[[686, 208]], 10=[[653, 35, 637]], 11=[[275, 942, 509]], 12=[[186]], 13=[[526, 763]], 14=[[264, 728, 474, 620, 753]], 15=[[698]], 16=[[668]], 17=[[499, 245, 888]], 18=[[260, 293, 960]], 19=[[137]], 20=[[420, 88, 631]]} | 217.95999999999998 | 129.73
O44 | {384=[6], 450=[17], 514=[6], 389=[10], 7=[11], 839=[1], 73=[12], 266=[4], 10=[1], 202=[16], 204=[7], 716=[16], 655=[8], 272=[19], 144=[3], 402=[3], 850=[14], 787=[18], 212=[5], 726=[15], 535=[17], 24=[7], 792=[3], 794=[3], 860=[2], 476=[15], 737=[13], 546=[18], 103=[8], 871=[12], 424=[5], 936=[18], 298=[14], 874=[7], 235=[14], 940=[7], 109=[8], 623=[18], 239=[5], 561=[20], 113=[5], 372=[16], 56=[18], 122=[1], 827=[9], 252=[11], 508=[11], 957=[15]} | {1=[[839, 10, 122]], 2=[[860]], 3=[[144, 402, 792, 794]], 4=[[266]], 5=[[212, 424, 239, 113]], 6=[[384, 514]], 7=[[204, 24, 874, 940]], 8=[[655, 103, 109]], 9=[[827]], 10=[[389]], 11=[[7, 252, 508]], 12=[[73, 871]], 13=[[737]], 14=[[850, 298, 235]], 15=[[726, 476, 957]], 16=[[202, 716, 372]], 17=[[450, 535]], 18=[[787, 546, 936, 623, 56]], 19=[[272]], 20=[[561]]} | 218.65 | 129.73
O43 | {129=[14], 899=[19], 260=[18], 775=[3], 135=[1], 137=[19], 265=[14], 653=[10], 145=[5], 17=[18], 531=[15], 404=[17], 793=[3], 281=[8], 539=[10], 284=[19], 159=[8], 546=[18], 547=[18], 804=[7], 165=[14], 422=[5], 424=[5], 553=[20], 169=[3], 428=[16], 557=[16], 941=[11], 689=[15], 178=[7], 50=[11], 309=[6], 702=[6], 965=[2], 588=[12], 972=[7], 335=[1], 85=[2], 726=[15], 89=[7], 862=[1], 991=[3], 737=[13], 100=[4], 233=[12], 498=[9], 244=[9], 246=[1], 506=[5], 381=[12]} | {1=[[135, 335, 862, 246]], 2=[[965, 85]], 3=[[775, 793, 169, 991]], 4=[[100]], 5=[[145, 422, 424, 506]], 6=[[309, 702]], 7=[[804, 178, 972, 89]], 8=[[281, 159]], 9=[[498, 244]], 10=[[653, 539]], 11=[[941, 50]], 12=[[588, 233, 381]], 13=[[737]], 14=[[129, 265, 165]], 15=[[531, 689, 726]], 16=[[428, 557]], 17=[[404]], 18=[[260, 17, 546, 547]], 19=[[899, 137, 284]], 20=[[553]]} | 220.15000000000003 | 129.73
O46 | {706=[8], 771=[18], 259=[18], 579=[8], 713=[19], 458=[6], 842=[12], 906=[11], 331=[13], 972=[7], 269=[4], 77=[1], 526=[13], 79=[12], 975=[1], 337=[3], 977=[10], 658=[5], 915=[2], 22=[17], 342=[1], 279=[5], 89=[7], 158=[14], 287=[19], 354=[10], 546=[18], 226=[10], 930=[2], 484=[7], 806=[7], 809=[9], 236=[14], 557=[16], 109=[8], 45=[12], 240=[5], 49=[8], 50=[11], 564=[2], 308=[6], 566=[5], 631=[20], 698=[15], 381=[12], 253=[11], 830=[5], 255=[13]} | {1=[[77, 975, 342]], 2=[[915, 930, 564]], 3=[[337]], 4=[[269]], 5=[[658, 279, 240, 566, 830]], 6=[[458, 308]], 7=[[972, 89, 484, 806]], 8=[[706, 579, 109, 49]], 9=[[809]], 10=[[977, 354, 226]], 11=[[906, 50, 253]], 12=[[842, 79, 45, 381]], 13=[[331, 526, 255]], 14=[[158, 236]], 15=[[698]], 16=[[557]], 17=[[22]], 18=[[771, 259, 546]], 19=[[713, 287]], 20=[[631]]} | 217.52999999999994 | 129.73
O45 | {772=[19], 776=[3], 137=[19], 393=[11], 905=[11], 141=[6], 143=[3], 657=[2], 18=[10], 148=[18], 407=[5], 152=[16], 922=[17], 26=[18], 799=[2], 671=[2], 417=[7], 162=[8], 802=[4], 290=[1], 550=[16], 935=[18], 423=[5], 170=[8], 44=[12], 813=[20], 687=[4], 817=[2], 823=[8], 311=[2], 59=[3], 60=[3], 703=[13], 452=[8], 453=[1], 342=[1], 727=[14], 983=[8], 94=[17], 352=[9], 738=[15], 226=[10], 228=[10], 613=[20], 746=[16], 875=[4], 492=[8], 121=[10], 251=[1], 510=[7]} | {1=[[290, 453, 342, 251]], 2=[[657, 799, 671, 817, 311]], 3=[[776, 143, 59, 60]], 4=[[802, 687, 875]], 5=[[407, 423]], 6=[[141]], 7=[[417, 510]], 8=[[162, 170, 823, 452, 983, 492]], 9=[[352]], 10=[[18, 226, 228, 121]], 11=[[393, 905]], 12=[[44]], 13=[[703]], 14=[[727]], 15=[[738]], 16=[[152, 550, 746]], 17=[[922, 94]], 18=[[148, 26, 935]], 19=[[772, 137]], 20=[[813, 613]]} | 215.79999999999995 | 129.73
O48 | {257=[12], 9=[13], 652=[10], 662=[11], 534=[17], 665=[7], 925=[18], 926=[18], 288=[19], 417=[7], 163=[18], 803=[7], 808=[9], 811=[9], 45=[12], 943=[18], 690=[8], 181=[10], 59=[3], 444=[10], 832=[15], 449=[17], 193=[19], 834=[18], 835=[20], 709=[13], 326=[4], 198=[11], 969=[6], 845=[19], 83=[12], 724=[14], 852=[3], 213=[16], 603=[13], 220=[2], 227=[10], 612=[20], 613=[20], 743=[17], 1000=[14], 237=[14], 111=[18], 753=[14], 371=[16], 375=[1], 248=[10], 506=[5], 895=[1]} | {1=[[375, 895]], 2=[[220]], 3=[[59, 852]], 4=[[326]], 5=[[506]], 6=[[969]], 7=[[665, 417, 803]], 8=[[690]], 9=[[808, 811]], 10=[[652, 181, 444, 227, 248]], 11=[[662, 198]], 12=[[257, 45, 83]], 13=[[9, 709, 603]], 14=[[724, 1000, 237, 753]], 15=[[832]], 16=[[213, 371]], 17=[[534, 449, 743]], 18=[[925, 926, 163, 943, 834, 111]], 19=[[288, 193, 845]], 20=[[835, 612, 613]]} | 217.55999999999997 | 129.73
O47 | {769=[4], 390=[3], 520=[6], 777=[13], 649=[19], 15=[4], 16=[19], 407=[5], 279=[5], 25=[1], 799=[2], 33=[17], 547=[18], 166=[19], 682=[13], 811=[9], 303=[7], 945=[18], 691=[3], 563=[2], 314=[16], 570=[9], 957=[15], 703=[13], 323=[2], 455=[1], 586=[18], 75=[15], 213=[16], 727=[14], 471=[20], 88=[20], 218=[12], 862=[1], 357=[10], 486=[16], 359=[12], 104=[8], 744=[17], 874=[7], 619=[11], 748=[2], 238=[5], 241=[7], 371=[16], 885=[9], 888=[17], 632=[15], 633=[10], 895=[1]} | {1=[[25, 455, 862, 895]], 2=[[799, 563, 323, 748]], 3=[[390, 691]], 4=[[769, 15]], 5=[[407, 279, 238]], 6=[[520]], 7=[[303, 874, 241]], 8=[[104]], 9=[[811, 570, 885]], 10=[[357, 633]], 11=[[619]], 12=[[218, 359]], 13=[[777, 682, 703]], 14=[[727]], 15=[[957, 75, 632]], 16=[[314, 213, 486, 371]], 17=[[33, 744, 888]], 18=[[547, 945, 586]], 19=[[649, 16, 166]], 20=[[471, 88]]} | 217.86000000000004 | 129.73
O49 | {257=[12], 775=[3], 263=[14], 904=[16], 9=[13], 12=[20], 405=[17], 277=[5], 793=[3], 924=[18], 32=[11], 547=[18], 805=[7], 423=[5], 424=[5], 553=[20], 682=[13], 45=[12], 303=[7], 946=[18], 307=[18], 949=[2], 951=[1], 55=[5], 567=[18], 184=[12], 568=[2], 827=[9], 443=[10], 190=[17], 195=[1], 583=[19], 713=[19], 76=[16], 593=[8], 467=[10], 854=[19], 224=[1], 104=[8], 107=[6], 619=[11], 368=[12], 881=[4], 371=[16], 886=[2], 249=[14], 121=[10], 506=[5], 636=[15]} | {1=[[951, 195, 224]], 2=[[949, 568, 886]], 3=[[775, 793]], 4=[[881]], 5=[[277, 423, 424, 55, 506]], 6=[[107]], 7=[[805, 303]], 8=[[593, 104]], 9=[[827]], 10=[[443, 467, 121]], 11=[[32, 619]], 12=[[257, 45, 184, 368]], 13=[[9, 682]], 14=[[263, 249]], 15=[[636]], 16=[[904, 76, 371]], 17=[[405, 190]], 18=[[924, 547, 946, 307, 567]], 19=[[583, 713, 854]], 20=[[12, 553]]} | 215.94000000000003 | 129.73
