orderIndex | solutionRoute | solutionPackage | solutionMoneyCost | solutionTimeCost
O40 | {256=[1], 2=[16], 772=[8], 389=[10], 646=[8], 647=[8], 135=[16], 137=[8], 523=[5], 651=[16], 268=[15], 525=[3], 912=[8], 145=[16], 273=[8], 787=[6], 659=[5], 404=[8], 536=[8], 797=[8], 288=[17], 928=[1], 289=[5], 803=[1], 163=[10], 291=[6], 38=[1], 552=[16], 553=[2], 556=[5], 684=[1], 44=[10], 46=[10], 303=[3], 559=[6], 688=[3], 177=[1], 179=[1], 52=[1], 821=[10], 822=[10], 694=[2], 438=[1], 182=[10], 55=[5], 183=[10], 313=[15], 314=[5], 828=[8], 62=[6], 575=[3], 66=[17], 450=[16], 706=[3], 964=[3], 712=[8], 457=[5], 841=[15], 842=[15], 587=[3], 843=[5], 204=[3], 77=[1], 461=[8], 334=[5], 718=[15], 79=[1], 720=[10], 336=[15], 81=[1], 210=[8], 339=[17], 83=[5], 88=[16], 218=[15], 986=[5], 731=[3], 96=[2], 608=[5], 997=[8], 613=[3], 102=[5], 230=[10], 998=[8], 617=[2], 748=[17], 239=[3], 755=[17], 756=[2], 247=[17], 504=[16], 125=[5]} | {16=[[2, 135, 651, 145, 552, 450, 88, 504]], 1=[[256, 928, 803, 38, 684, 177, 179, 52, 438, 77, 79, 81]], 17=[[288, 66, 339, 748, 755, 247]], 2=[[553, 694, 96, 617, 756]], 3=[[525, 303, 688, 575, 706, 964, 587, 204, 731, 613, 239]], 5=[[523, 659, 289, 556, 55, 314, 457, 843, 334, 83, 986, 608, 102, 125]], 6=[[787, 291, 559, 62]], 8=[[772, 646, 647, 137, 912, 273, 404, 536, 797, 828, 712, 461, 210, 997, 998]], 10=[[389, 163, 44, 46, 821, 822, 182, 183, 720, 230]], 15=[[268, 313, 841, 842, 718, 336, 218]]} | 215.67999999999998 | 128.4
O42 | {257=[7], 642=[17], 259=[17], 4=[13], 773=[6], 775=[13], 10=[14], 395=[6], 12=[17], 908=[19], 397=[3], 271=[12], 145=[16], 917=[12], 277=[6], 791=[17], 921=[7], 665=[17], 922=[12], 26=[17], 799=[13], 417=[20], 934=[13], 551=[6], 936=[6], 680=[3], 170=[16], 812=[16], 301=[16], 304=[3], 947=[16], 692=[12], 439=[20], 952=[13], 441=[20], 697=[7], 699=[14], 315=[17], 956=[16], 700=[12], 61=[14], 958=[7], 959=[7], 576=[3], 193=[13], 708=[7], 68=[13], 581=[12], 198=[12], 71=[14], 199=[12], 328=[14], 201=[17], 202=[17], 330=[12], 971=[19], 715=[19], 338=[19], 978=[14], 341=[7], 856=[19], 472=[14], 730=[13], 607=[3], 611=[20], 612=[20], 357=[14], 101=[13], 358=[14], 359=[14], 746=[13], 874=[17], 107=[16], 875=[17], 747=[17], 876=[14], 364=[20], 877=[14], 878=[6], 497=[7], 754=[14], 627=[12], 628=[12], 372=[17], 373=[20], 249=[13], 761=[3], 506=[13], 635=[12], 892=[16]} | {16=[[145, 170, 812, 301, 947, 956, 892], [107]], 17=[[642, 259, 12, 791, 665, 315, 201, 202, 874, 875, 747, 372], [26]], 19=[[908, 971, 715, 338, 856]], 3=[[397, 680, 304, 576, 607, 761]], 20=[[417, 439, 441, 611, 612, 364, 373]], 6=[[773, 395, 277, 551, 936, 878]], 7=[[257, 921, 697, 958, 959, 708, 341, 497]], 12=[[271, 917, 922, 692, 700, 581, 198, 199, 330, 627, 628, 635]], 13=[[4, 775, 799, 934, 952, 193, 68, 730, 101, 746, 249, 506]], 14=[[10, 699, 61, 71, 328, 978, 472, 357, 358, 359, 876, 877, 754]]} | 235.46999999999997 | 129.87
O41 | {513=[2], 514=[18], 515=[11], 260=[8], 391=[8], 776=[2], 137=[8], 521=[9], 778=[18], 395=[6], 140=[11], 398=[3], 400=[18], 149=[3], 278=[4], 408=[2], 409=[2], 282=[14], 284=[3], 412=[11], 29=[11], 541=[9], 287=[8], 161=[4], 545=[5], 932=[6], 421=[11], 933=[6], 166=[6], 167=[2], 936=[6], 553=[2], 300=[18], 428=[11], 558=[6], 814=[14], 430=[9], 175=[5], 49=[4], 690=[8], 306=[11], 178=[18], 565=[18], 694=[2], 826=[5], 316=[14], 829=[6], 317=[14], 573=[18], 702=[18], 449=[4], 580=[2], 839=[11], 712=[8], 458=[5], 203=[3], 204=[3], 461=[8], 974=[4], 337=[18], 209=[9], 212=[14], 983=[9], 727=[8], 602=[18], 219=[11], 863=[8], 480=[9], 609=[9], 97=[2], 865=[2], 994=[6], 482=[5], 356=[11], 486=[11], 359=[14], 104=[14], 1000=[14], 492=[14], 877=[14], 237=[11], 111=[9], 114=[5], 242=[9], 759=[3], 761=[3], 378=[2], 125=[5], 893=[18], 126=[5]} | {2=[[513, 776, 408, 409, 167, 553, 694, 580, 97, 865, 378]], 18=[[514, 778, 400, 178, 565, 573, 702, 337, 602, 893], [300]], 3=[[398, 149, 284, 203, 204, 759, 761]], 4=[[278, 161, 49, 449, 974]], 5=[[545, 175, 826, 458, 482, 114, 125, 126]], 6=[[395, 932, 933, 166, 936, 558, 829, 994]], 8=[[260, 391, 137, 287, 690, 712, 461, 727, 863]], 9=[[521, 541, 430, 209, 983, 480, 609, 111, 242]], 11=[[515, 140, 412, 29, 421, 428, 306, 219, 356, 486, 237], [839]], 14=[[282, 814, 316, 317, 212, 359, 104, 1000, 492, 877]]} | 236.43 | 128.98
O44 | {512=[2], 386=[13], 259=[17], 4=[13], 776=[2], 520=[18], 136=[8], 524=[3], 140=[11], 268=[15], 653=[13], 398=[3], 783=[4], 273=[8], 401=[18], 403=[11], 405=[8], 661=[15], 918=[13], 791=[17], 280=[18], 409=[2], 153=[17], 922=[12], 283=[11], 284=[3], 29=[11], 799=[13], 161=[4], 35=[3], 548=[15], 429=[11], 176=[3], 304=[3], 305=[3], 691=[12], 309=[3], 565=[18], 694=[2], 311=[17], 951=[13], 568=[2], 824=[11], 825=[15], 828=[8], 189=[12], 576=[3], 65=[11], 194=[15], 578=[12], 963=[3], 580=[2], 452=[18], 964=[3], 197=[2], 198=[12], 583=[4], 839=[11], 841=[15], 974=[4], 208=[17], 336=[15], 464=[12], 337=[18], 465=[17], 339=[17], 340=[3], 981=[18], 469=[12], 726=[11], 602=[18], 603=[18], 860=[18], 477=[4], 989=[3], 606=[11], 607=[3], 736=[2], 97=[2], 98=[12], 867=[4], 356=[11], 997=[8], 617=[2], 361=[13], 489=[18], 233=[18], 237=[11], 628=[12], 116=[4], 631=[8], 248=[13], 761=[3]} | {17=[[259, 791, 153, 311, 208, 465, 339]], 2=[[512, 776, 409, 694, 568, 580, 197, 736, 97, 617]], 18=[[520, 401, 280, 565, 452, 337, 981, 602, 603, 860, 489, 233]], 3=[[524, 398, 284, 35, 176, 304, 305, 309, 576, 963, 964, 340, 989, 607, 761]], 4=[[783, 161, 583, 974, 477, 867, 116]], 8=[[136, 273, 405, 828, 997, 631]], 11=[[140, 403, 283, 29, 429, 824, 65, 839, 726, 606, 356, 237]], 12=[[922, 691, 189, 198, 464, 469, 98, 628], [578]], 13=[[386, 4, 653, 918, 799, 951, 361, 248]], 15=[[268, 661, 548, 825, 194, 841, 336]]} | 244.58 | 129.87
O43 | {775=[13], 776=[2], 521=[9], 778=[18], 11=[19], 399=[3], 16=[4], 401=[18], 531=[3], 22=[13], 23=[9], 408=[2], 280=[18], 921=[7], 925=[3], 670=[19], 415=[7], 799=[13], 928=[1], 803=[1], 36=[9], 164=[9], 420=[20], 37=[1], 38=[1], 935=[13], 40=[4], 680=[3], 681=[3], 554=[1], 939=[9], 683=[1], 686=[1], 47=[4], 176=[3], 816=[19], 561=[18], 435=[4], 180=[1], 564=[18], 310=[20], 695=[1], 440=[20], 444=[7], 958=[7], 962=[13], 709=[13], 967=[7], 203=[3], 588=[18], 463=[7], 80=[1], 81=[1], 980=[18], 857=[19], 730=[13], 476=[4], 349=[19], 734=[18], 990=[3], 94=[4], 864=[2], 226=[2], 738=[20], 867=[4], 612=[20], 870=[9], 232=[18], 616=[4], 361=[13], 233=[18], 106=[4], 491=[4], 364=[20], 879=[7], 623=[9], 112=[9], 240=[1], 625=[19], 885=[13], 887=[7], 503=[18], 760=[3], 888=[7], 761=[3], 249=[13], 378=[2], 506=[13], 251=[18], 253=[1], 383=[19]} | {1=[[928, 803, 37, 38, 554, 683, 686, 180, 695, 80, 81, 240, 253]], 2=[[776, 408, 864, 226, 378]], 18=[[778, 401, 280, 561, 564, 588, 980, 734, 232, 233, 503, 251]], 19=[[11, 670, 816, 857, 349, 625, 383]], 3=[[399, 531, 925, 680, 681, 176, 203, 990, 760, 761]], 4=[[16, 40, 47, 435, 476, 94, 867, 616, 106, 491]], 20=[[420, 310, 440, 738, 612, 364]], 7=[[921, 415, 444, 958, 967, 463, 879, 887, 888]], 9=[[521, 23, 36, 164, 939, 870, 623, 112]], 13=[[775, 22, 799, 935, 962, 709, 730, 361, 885, 249, 506]]} | 229.82000000000005 | 129.87
O46 | {1=[11], 5=[18], 519=[14], 137=[8], 10=[14], 270=[7], 15=[18], 784=[11], 17=[20], 273=[8], 785=[11], 274=[14], 658=[5], 530=[5], 663=[14], 920=[7], 536=[8], 921=[7], 538=[8], 282=[14], 155=[5], 284=[3], 413=[11], 286=[18], 414=[1], 158=[20], 798=[14], 415=[7], 287=[8], 671=[18], 674=[14], 422=[11], 39=[1], 168=[18], 169=[18], 939=[9], 683=[1], 173=[14], 814=[14], 945=[11], 50=[1], 564=[18], 56=[5], 824=[11], 826=[5], 573=[18], 957=[7], 702=[18], 447=[5], 704=[8], 832=[9], 67=[20], 323=[20], 453=[18], 455=[7], 967=[7], 71=[14], 584=[8], 456=[14], 586=[20], 587=[3], 77=[1], 78=[1], 462=[9], 466=[18], 850=[20], 210=[8], 468=[9], 85=[8], 983=[9], 87=[20], 599=[3], 219=[11], 988=[5], 607=[3], 991=[3], 486=[11], 103=[11], 108=[20], 364=[20], 621=[9], 750=[1], 110=[11], 880=[7], 368=[1], 370=[1], 242=[9], 499=[8], 500=[8], 886=[7], 251=[18], 895=[18]} | {1=[[414, 39, 683, 50, 77, 78, 750, 368, 370]], 18=[[5, 15, 286, 671, 168, 169, 564, 573, 702, 453, 466, 251, 895]], 3=[[284, 587, 599, 607, 991]], 20=[[17, 158, 67, 323, 586, 850, 87, 108, 364]], 5=[[658, 530, 155, 56, 826, 447, 988]], 7=[[270, 920, 921, 415, 957, 455, 967, 880, 886]], 8=[[137, 273, 536, 538, 287, 704, 584, 210, 85, 499, 500]], 9=[[939, 832, 462, 468, 983, 621, 242]], 11=[[1, 784, 785, 413, 422, 945, 824, 219, 486, 103, 110]], 14=[[519, 10, 274, 663, 282, 798, 674, 173, 814, 71, 456]]} | 224.26 | 128.98
O45 | {131=[8], 772=[8], 900=[15], 517=[10], 647=[8], 135=[16], 904=[19], 522=[7], 651=[16], 270=[7], 527=[10], 655=[19], 912=[8], 145=[16], 913=[8], 529=[19], 146=[12], 19=[10], 662=[4], 279=[16], 923=[12], 924=[8], 285=[12], 797=[8], 32=[15], 161=[4], 290=[15], 805=[16], 293=[12], 936=[6], 297=[1], 298=[19], 426=[15], 299=[19], 44=[10], 684=[1], 302=[16], 48=[4], 816=[19], 433=[12], 947=[16], 695=[1], 825=[15], 58=[16], 445=[7], 62=[6], 703=[8], 64=[15], 579=[12], 326=[7], 710=[10], 72=[16], 841=[15], 971=[19], 715=[19], 205=[15], 589=[16], 79=[1], 338=[19], 596=[7], 342=[7], 470=[12], 854=[15], 727=[8], 343=[10], 88=[16], 473=[16], 89=[1], 474=[7], 994=[6], 355=[6], 483=[12], 228=[1], 741=[15], 230=[10], 873=[7], 106=[4], 491=[4], 236=[7], 368=[1], 882=[1], 887=[7], 120=[7], 122=[15], 891=[16], 507=[1], 636=[12], 637=[10], 254=[12]} | {16=[[135, 651, 145, 279, 805, 302, 947, 58, 72, 589, 88, 473, 891]], 1=[[297, 684, 695, 79, 89, 228, 368, 882, 507]], 19=[[904, 655, 529, 298, 299, 816, 971, 715, 338]], 4=[[662, 161, 48, 106, 491]], 6=[[936, 62, 994, 355]], 7=[[522, 270, 445, 326, 596, 342, 474, 873, 236, 887, 120]], 8=[[131, 772, 647, 912, 913, 924, 797, 703, 727]], 10=[[517, 527, 19, 44, 710, 343, 230], [637]], 12=[[146, 923, 285, 293, 433, 579, 470, 483, 636, 254]], 15=[[900, 32, 290, 426, 825, 841, 205, 854, 741, 122], [64]]} | 222.82999999999998 | 129.25
O48 | {384=[15], 257=[7], 900=[15], 773=[6], 778=[18], 139=[17], 524=[3], 525=[3], 526=[20], 270=[7], 15=[18], 147=[17], 920=[7], 922=[12], 923=[12], 667=[15], 155=[5], 286=[18], 158=[20], 671=[18], 288=[17], 417=[20], 35=[3], 675=[20], 548=[15], 677=[15], 42=[14], 938=[17], 555=[5], 814=[14], 174=[5], 304=[3], 692=[12], 53=[5], 565=[18], 311=[17], 440=[20], 953=[17], 825=[15], 569=[6], 700=[12], 957=[7], 573=[18], 189=[12], 446=[5], 830=[17], 575=[3], 959=[7], 576=[3], 322=[12], 706=[3], 707=[7], 582=[17], 326=[7], 70=[14], 327=[18], 967=[7], 199=[12], 842=[15], 74=[20], 847=[17], 465=[17], 337=[18], 722=[12], 723=[6], 724=[3], 469=[12], 598=[3], 728=[20], 217=[15], 988=[5], 733=[7], 224=[5], 354=[6], 357=[14], 742=[3], 615=[6], 234=[15], 108=[20], 236=[7], 748=[17], 877=[14], 878=[6], 622=[17], 628=[12], 373=[20], 502=[18], 375=[14], 377=[12], 121=[7], 508=[14], 124=[5], 252=[18], 509=[18]} | {17=[[139, 147, 288, 938, 311, 953, 830, 582, 847, 465, 748, 622]], 18=[[778, 15, 286, 671, 565, 573, 327, 337, 502, 252, 509]], 3=[[524, 525, 35, 304, 575, 576, 706, 724, 598, 742]], 20=[[526, 158, 417, 675, 440, 74, 728, 108, 373]], 5=[[155, 555, 174, 53, 446, 988, 224, 124]], 6=[[773, 569, 723, 354, 615, 878]], 7=[[257, 270, 920, 957, 959, 707, 326, 967, 733, 236, 121]], 12=[[922, 923, 692, 700, 189, 322, 199, 722, 469, 628, 377]], 14=[[42, 814, 70, 357, 877, 375, 508]], 15=[[384, 900, 667, 548, 677, 825, 842, 217, 234]]} | 220.44 | 128.98
O47 | {384=[15], 256=[1], 385=[15], 386=[13], 900=[15], 268=[15], 653=[13], 525=[3], 14=[1], 270=[7], 398=[3], 271=[12], 272=[10], 146=[12], 19=[10], 916=[1], 20=[10], 660=[15], 407=[12], 537=[10], 157=[10], 927=[1], 928=[1], 33=[15], 290=[15], 163=[10], 803=[1], 804=[12], 292=[12], 935=[13], 297=[1], 45=[10], 688=[3], 945=[11], 434=[4], 435=[4], 179=[1], 948=[7], 949=[7], 821=[10], 954=[17], 189=[12], 448=[4], 576=[3], 65=[11], 194=[15], 322=[12], 835=[13], 68=[13], 325=[15], 966=[7], 840=[17], 585=[1], 713=[10], 76=[1], 332=[15], 206=[15], 719=[4], 79=[1], 464=[12], 722=[12], 724=[3], 340=[3], 853=[15], 344=[12], 345=[12], 729=[13], 350=[15], 225=[11], 867=[4], 483=[12], 741=[15], 362=[1], 234=[15], 236=[7], 622=[17], 238=[11], 752=[10], 496=[15], 369=[1], 118=[12], 886=[7], 119=[3], 760=[3], 121=[7], 122=[15], 635=[12], 254=[12], 255=[1]} | {1=[[256, 14, 916, 927, 928, 803, 297, 179, 585, 76, 79, 362, 369, 255]], 17=[[954, 840, 622]], 3=[[525, 398, 688, 576, 724, 340, 119, 760]], 4=[[434, 435, 448, 719, 867]], 7=[[270, 948, 949, 966, 236, 886, 121]], 10=[[272, 19, 20, 537, 157, 163, 45, 821, 713, 752]], 11=[[945, 65, 225, 238]], 12=[[271, 146, 407, 804, 292, 189, 322, 464, 722, 344, 345, 118, 635, 254], [483]], 13=[[386, 653, 935, 835, 68, 729]], 15=[[384, 385, 900, 268, 660, 33, 290, 194, 325, 332, 206, 853, 350, 234, 496, 122], [741]]} | 228.98 | 129.87
O49 | {258=[17], 387=[13], 131=[8], 900=[15], 136=[8], 520=[18], 393=[8], 140=[11], 12=[17], 910=[9], 16=[4], 913=[8], 405=[8], 22=[13], 535=[8], 280=[18], 409=[2], 538=[8], 27=[2], 283=[11], 286=[18], 929=[6], 33=[15], 34=[13], 677=[15], 933=[6], 550=[6], 41=[4], 427=[15], 811=[4], 428=[11], 429=[11], 430=[9], 558=[6], 47=[4], 818=[15], 819=[15], 313=[15], 574=[18], 831=[17], 960=[13], 961=[13], 834=[15], 195=[13], 69=[13], 709=[13], 454=[2], 200=[17], 584=[8], 205=[15], 717=[9], 335=[15], 723=[6], 468=[9], 854=[15], 727=[8], 600=[13], 216=[11], 476=[4], 350=[15], 606=[11], 351=[15], 863=[8], 736=[2], 97=[2], 353=[9], 993=[8], 994=[6], 355=[6], 867=[4], 229=[13], 997=[8], 615=[6], 487=[2], 488=[18], 361=[13], 874=[17], 747=[17], 620=[18], 496=[15], 499=[8], 756=[2], 372=[17], 117=[8], 632=[8], 509=[18], 894=[18]} | {17=[[258, 12, 831, 200, 874, 747, 372]], 18=[[520, 280, 286, 574, 488, 620, 509, 894]], 2=[[409, 27, 454, 736, 97, 487, 756]], 4=[[16, 41, 811, 47, 476, 867]], 6=[[929, 933, 550, 558, 723, 994, 355, 615]], 8=[[131, 136, 393, 913, 405, 535, 538, 584, 727, 863, 993, 997, 499, 117, 632]], 9=[[910, 430, 717, 468, 353]], 11=[[140, 283, 428, 429, 216, 606]], 13=[[387, 22, 34, 960, 961, 195, 69, 709, 600, 229, 361]], 15=[[900, 33, 677, 427, 818, 819, 313, 834, 205, 335, 854, 350, 351, 496]]} | 218.34 | 129.87
